"Lwengo","Lwengo","-0.4161","31.4081","Uganda","UG","UGA","Lwengo","admin","","1800583650"
"Trzin","Trzin","46.1333","14.5667","Slovenia","SI","SVN","Trzin","admin","","1705707595"
"Heydərabad","Heydarabad","39.7229","44.8485","Azerbaijan","AZ","AZE","Sədərək","admin","","1031540160"
"Gorišnica","Gorisnica","46.4147","16.0139","Slovenia","SI","SVN","Gorišnica","admin","","1705561619"
"Imġarr","Imgarr","35.9206","14.3664","Malta","MT","MLT","Imġarr","admin","","1470038163"
"Bukwa","Bukwa","1.2592","34.7539","Uganda","UG","UGA","Bukwa","admin","","1800276050"
"Omuthiya","Omuthiya","-18.3611","16.5814","Namibia","NA","NAM","Oshikoto","admin","","1516000004"
"Volčja Draga","Volcja Draga","45.9069","13.6775","Slovenia","SI","SVN","Renče-Vogrsko","admin","","1705547222"
"Salaspils","Salaspils","56.8610","24.3498","Latvia","LV","LVA","Salaspils Novads","admin","","1428270898"
"Gllogovc","Gllogovc","42.6283","20.8939","Kosovo","XK","XKS","Gllogovc","admin","","1901031751"
"Kikinda","Kikinda","45.8323","20.4682","Serbia","RS","SRB","Kikinda","admin","","1688358284"
"Dokolo","Dokolo","1.9167","33.1720","Uganda","UG","UGA","Dokolo","admin","","1800478941"
"Dornava","Dornava","46.4367","15.9536","Slovenia","SI","SVN","Dornava","admin","","1705023699"
"Astara","Astara","38.4560","48.8750","Azerbaijan","AZ","AZE","Astara","admin","","1031376971"
"Rahovec","Rahovec","42.3994","20.6547","Kosovo","XK","XKS","Rahovec","admin","","1901336358"
"Leulumoega","Leulumoega","-13.8230","-171.9613","Samoa","WS","WSM","A‘ana","admin","","1882782502"
"Koronadal","Koronadal","6.2541","124.9922","Philippines","PH","PHL","South Cotabato","admin","","1608108139"
"Beltinci","Beltinci","46.6053","16.2406","Slovenia","SI","SVN","Beltinci","admin","","1705238814"
"Topola","Topola","44.2544","20.6824","Serbia","RS","SRB","Topola","admin","","1688000008"
"Sokobanja","Sokobanja","43.6453","21.8692","Serbia","RS","SRB","Sokobanja","admin","","1688282797"
"Bogovinje","Bogovinje","41.9236","20.9136","Macedonia","MK","MKD","Bogovinje","admin","","1807279534"
"Balzers","Balzers","47.0667","9.5025","Liechtenstein","LI","LIE","Balzers","admin","","1438263000"
"Fushë Kosovë","Fushe Kosove","42.6639","21.0961","Kosovo","XK","XKS","Fushë Kosovë","admin","","1901134407"
"Obiliq","Obiliq","42.6869","21.0703","Kosovo","XK","XKS","Obiliq","admin","","1901102771"
"Kamwenge","Kamwenge","0.2111","30.4208","Uganda","UG","UGA","Kamwenge","admin","","1800010095"
"Shtime","Shtime","42.4331","21.0397","Kosovo","XK","XKS","Shtime","admin","","1901598505"
"Swindon","Swindon","51.5167","-1.7833","United Kingdom","GB","GBR","Swindon","admin","","1826498106"
"Bela Crkva","Bela Crkva","44.9015","21.4234","Serbia","RS","SRB","Bela Crkva","admin","","1688101335"
"Železniki","Zelezniki","46.2333","14.1667","Slovenia","SI","SVN","Železniki","admin","","1705885002"
"Ngora","Ngora","1.4314","33.7772","Uganda","UG","UGA","Ngora","admin","","1800020551"
"Echternach","Echternach","49.8056","6.4222","Luxembourg","LU","LUX","Echternach","admin","","1442794725"
"Kara","Kara","9.5511","1.1861","Togo","TG","TGO","Kara","admin","","1768768827"
"Dol pri Ljubljani","Dol pri Ljubljani","46.0886","14.6008","Slovenia","SI","SVN","Dol pri Ljubljani","admin","","1705717325"
"Kumanovo","Kumanovo","42.1322","21.7144","Macedonia","MK","MKD","Kumanovo","admin","","1807301219"
"Ig","Ig","45.9603","14.5289","Slovenia","SI","SVN","Ig","admin","","1705409266"
"Vushtrri","Vushtrri","42.8231","20.9675","Kosovo","XK","XKS","Vushtrri","admin","","1901107642"
"Falkirk","Falkirk","56.0000","-3.7667","United Kingdom","GB","GBR","Falkirk","admin","","1826502864"
"Sežana","Sezana","45.7069","13.8722","Slovenia","SI","SVN","Sežana","admin","","1705079549"
"Techiman","Techiman","7.5905","-1.9395","Ghana","GH","GHA","","admin","","1288222236"
"Guadalupe","Guadalupe","0.3792","6.6375","Sao Tome And Principe","ST","STP","","admin","","1678998597"
"Alebtong","Alebtong","2.2447","33.2547","Uganda","UG","UGA","Alebtong","admin","","1800244501"
"Visaginas","Visaginas","55.5968","26.4398","Lithuania","LT","LTU","Visaginas","admin","","1440984232"
"Brčko","Brcko","44.8700","18.8101","Bosnia And Herzegovina","BA","BIH","Brcko District","admin","","1070370826"
"Gorenja Vas","Gorenja Vas","46.1072","14.1481","Slovenia","SI","SVN","Gorenja Vas-Poljane","admin","","1705961189"
"Pante Macassar","Pante Macassar","-9.2000","124.3833","Timor-Leste","TL","TLS","Oecussi-Ambeno","admin","","1626175417"
"Bjelovar","Bjelovar","45.8986","16.8489","Croatia","HR","HRV","Bjelovarsko-Bilogorska Županija","admin","","1191340640"
"Għarb","Gharb","36.0600","14.2089","Malta","MT","MLT","Għarb","admin","","1470113453"
"Cerkno","Cerkno","46.1256","13.9817","Slovenia","SI","SVN","Cerkno","admin","","1705759580"
"Suai","Suai","-9.3129","125.2565","Timor-Leste","TL","TLS","Cova Lima","admin","","1626458227"
"Sandbach","Sandbach","53.1333","-2.3667","United Kingdom","GB","GBR","Cheshire East","admin","","1826911682"
"Lospalos","Lospalos","-8.5217","126.9983","Timor-Leste","TL","TLS","Lautém","admin","","1626878399"
"Armavir","Armavir","40.1545","44.0382","Armenia","AM","ARM","Armavir","admin","","1051878002"
"Stari Trg pri Ložu","Stari Trg pri Lozu","45.7128","14.4694","Slovenia","SI","SVN","Loška Dolina","admin","","1705849784"
"Chiesanuova","Chiesanuova","43.9061","12.4214","San Marino","SM","SMR","Chiesanuova","admin","","1674546686"
"Sveti Jurij ob Ščavnici","Sveti Jurij ob Scavnici","46.5695","16.0235","Slovenia","SI","SVN","Sveti Jurij ob Ščavnici","admin","","1705832384"
"Rečica ob Savinji","Recica ob Savinji","46.3167","14.9167","Slovenia","SI","SVN","Rečica ob Savinji","admin","","1705082644"
"Malishevë","Malisheve","42.4822","20.7458","Kosovo","XK","XKS","Malishevë","admin","","1901597212"
"Pombas","Pombas","17.1503","-25.0201","Cabo Verde","CV","CPV","Paul","admin","","1132720315"
"Same","Same","-9.0042","125.6486","Timor-Leste","TL","TLS","Manufahi","admin","","1626402267"
"Videm","Videm","45.8500","14.6942","Slovenia","SI","SVN","Dobrepolje","admin","","1705074870"
"Kanungu","Kanungu","-0.9575","29.7897","Uganda","UG","UGA","Kanungu","admin","","1800715667"
"Ljubno","Ljubno","46.3456","14.8350","Slovenia","SI","SVN","Ljubno","admin","","1705083617"
"Ulbroka","Ulbroka","56.9363","24.3039","Latvia","LV","LVA","Stopiņu Novads","admin","","1428511061"
"Straža","Straza","45.7800","15.0728","Slovenia","SI","SVN","Straža","admin","","1705491164"
"Kanoni","Kanoni","0.1772","31.8811","Uganda","UG","UGA","Gomba","admin","","1800973979"
"Kokopo","Kokopo","-4.3525","152.2606","Papua New Guinea","PG","PNG","East New Britain","admin","","1598823962"
"Senta","Senta","45.9273","20.0789","Serbia","RS","SRB","Senta","admin","","1688368364"
"Sejong","Sejong","36.6092","127.2919","Korea, South","KR","KOR","Sejong","admin","","1410002592"
"Tišina","Tisina","46.6581","16.0917","Slovenia","SI","SVN","Tišina","admin","","1705811179"
"Ramotswa","Ramotswa","-24.8716","25.8699","Botswana","BW","BWA","South East","admin","","1072070629"
"Mulifanua","Mulifanua","-13.8318","-172.0360","Samoa","WS","WSM","Aiga-i-le-Tai","admin","","1882029963"
"Šmarješke Toplice","Smarjeske Toplice","45.8620","15.2231","Slovenia","SI","SVN","Šmarješke Toplice","admin","","1705361649"
"Al ‘Azīzīyah","Al `Aziziyah","32.5319","13.0175","Libya","LY","LBY","Al Jafārah","admin","","1434450111"
"Vrapčište","Vrapciste","41.8344","20.8856","Macedonia","MK","MKD","Vrapčište","admin","","1807187187"
"Kidričevo","Kidricevo","46.4036","15.7911","Slovenia","SI","SVN","Kidričevo","admin","","1705321982"
"Semič","Semic","45.6461","15.1822","Slovenia","SI","SVN","Semič","admin","","1705653513"
"Oyam","Oyam","2.2350","32.3850","Uganda","UG","UGA","Oyam","admin","","1800867016"
"Požega","Pozega","45.3403","17.6853","Croatia","HR","HRV","Požeško-Slavonska Županija","admin","","1191353181"
"Ilinden","Ilinden","41.9945","21.5800","Macedonia","MK","MKD","Ilinden","admin","","1807767601"
"Starše","Starse","46.4658","15.7672","Slovenia","SI","SVN","Starše","admin","","1705557844"
"Bačka Palanka","Backa Palanka","45.2519","19.3916","Serbia","RS","SRB","Bačka Palanka","admin","","1688918464"
"Dobrovo","Dobrovo","45.9964","13.5264","Slovenia","SI","SVN","Brda","admin","","1705226459"
"Turnišče","Turnisce","46.6278","16.3203","Slovenia","SI","SVN","Turnišče","admin","","1705851676"
"Yamaguchi","Yamaguchi","34.1833","131.4667","Japan","JP","JPN","Yamaguchi","admin","","1392887215"
"Gia Nghĩa","Gia Nghia","12.0042","107.6907","Vietnam","VN","VNM","Đắk Nông","admin","","1704361005"
"Blace","Blace","43.2970","21.2727","Serbia","RS","SRB","Blace","admin","","1688233004"
"Lipjan","Lipjan","42.5217","21.1258","Kosovo","XK","XKS","Lipjan","admin","","1901682048"
"Gostivar","Gostivar","41.7960","20.9082","Macedonia","MK","MKD","Gostivar","admin","","1807901060"
"La Massana","La Massana","42.5434","1.5148","Andorra","AD","AND","La Massana","admin","","1020543453"
"Tabor","Tabor","46.2361","15.0183","Slovenia","SI","SVN","Tabor","admin","","1705756002"
"Saltangará","Saltangara","62.1156","-6.7206","Faroe Islands","FO","FRO","","admin","","1234473077"
"Suharekë","Suhareke","42.3586","20.8250","Kosovo","XK","XKS","Suharekë","admin","","1901918563"
"Nueva Loja","Nueva Loja","0.0906","-76.8884","Ecuador","EC","ECU","Sucumbíos","admin","","1218895755"
"Ağdam","Agdam","39.9910","46.9274","Azerbaijan","AZ","AZE","Ağdam","admin","","1031176858"
"Križevci pri Ljutomeru","Krizevci pri Ljutomeru","46.5683","16.1386","Slovenia","SI","SVN","Križevci","admin","","1705138690"
"Strumica","Strumica","41.4375","22.6433","Macedonia","MK","MKD","Strumica","admin","","1807799132"
"Siparia","Siparia","10.1453","-61.5074","Trinidad And Tobago","TT","TTO","Siparia","admin","","1780418671"
"Tutong","Tutong","4.8028","114.6492","Brunei","BN","BRN","Tutong","admin","","1096181037"
"Viti","Viti","42.3214","21.3583","Kosovo","XK","XKS","Viti","admin","","1901328795"
"Kllokot","Kllokot","42.3714","21.3744","Kosovo","XK","XKS","Kllokot","admin","","1901445768"
"Winchester","Winchester","51.0167","-1.3167","United Kingdom","GB","GBR","Hampshire","admin","","1826967267"
"Gjakovë","Gjakove","42.3803","20.4308","Kosovo","XK","XKS","Gjakovë","admin","","1901089874"
"Sembabule","Sembabule","-0.0772","31.4567","Uganda","UG","UGA","Sembabule","admin","","1800497536"
"Vianden","Vianden","49.9350","6.2089","Luxembourg","LU","LUX","Vianden","admin","","1442979391"
"Tsirang","Tsirang","27.0219","90.1229","Bhutan","BT","BTN","Tsirang","admin","","1064617460"
"Kakumiro","Kakumiro","0.7806","31.3236","Uganda","UG","UGA","","admin","","1800894285"
"Maīdān Shahr","Maidan Shahr","34.3956","68.8662","Afghanistan","AF","AFG","Wardak","admin","","1004798735"
"Ada","Ada","45.8027","20.1285","Serbia","RS","SRB","Ada","admin","","1688687750"
"Pailin","Pailin","12.8489","102.6093","Cambodia","KH","KHM","Pailin","admin","","1116050327"
"Petrovec","Petrovec","41.9389","21.6150","Macedonia","MK","MKD","Petrovec","admin","","1807236473"
"Sveta Trojica v Slovenskih Goricah","Sveta Trojica v Slovenskih Goricah","46.5767","15.8769","Slovenia","SI","SVN","Sveta Trojica v Slovenskih Goricah","admin","","1705659496"
"Pejë","Peje","42.6600","20.2922","Kosovo","XK","XKS","Pejë","admin","","1901339694"
"Sveta Ana v Slovenskih Goricah","Sveta Ana v Slovenskih Goricah","46.6492","15.8442","Slovenia","SI","SVN","Sveta Ana","admin","","1705062986"
"Tolmin","Tolmin","46.1864","13.7361","Slovenia","SI","SVN","Tolmin","admin","","1705602247"
"Pazardzhik","Pazardzhik","42.2000","24.3333","Bulgaria","BG","BGR","Pazardzhik","admin","","1100273248"
"Rabak","Rabak","13.1880","32.7437","Sudan","SD","SDN","White Nile","admin","","1729452233"
"Princes Town","Princes Town","10.2718","-61.3710","Trinidad And Tobago","TT","TTO","Princes Town","admin","","1780714817"
"Tarrafal","Tarrafal","16.5658","-24.3558","Cabo Verde","CV","CPV","Tarrafal de São Nicolau","admin","","1132502171"
"Triesen","Triesen","47.1101","9.5240","Liechtenstein","LI","LIE","Triesen","admin","","1438826448"
"Benedikt v Slovenskih Goricah","Benedikt v Slovenskih Goricah","46.6086","15.8883","Slovenia","SI","SVN","Benedikt","admin","","1705523597"
"Studeničani","Studenicani","41.9158","21.5306","Macedonia","MK","MKD","Studeničani","admin","","1807047160"
"Krong Kep","Krong Kep","10.4829","104.3167","Cambodia","KH","KHM","Kep","admin","","1116392544"
"Sant Julià de Lòria","Sant Julia de Loria","42.4664","1.4933","Andorra","AD","AND","Sant Julià de Lòria","admin","","1020885733"
"Palanga","Palanga","55.9203","21.0710","Lithuania","LT","LTU","Palangos Miestas","admin","","1440868798"
"Faetano","Faetano","43.9261","12.4981","San Marino","SM","SMR","Faetano","admin","","1674994606"
"Buyende","Buyende","1.1517","33.1550","Uganda","UG","UGA","Buyende","admin","","1800567800"
"João Teves","Joao Teves","15.0669","-23.5892","Cabo Verde","CV","CPV","São Lourenço dos Órgãos","admin","","1132758433"
"Santana","Santana","0.2600","6.7414","Sao Tome And Principe","ST","STP","","admin","","1678081464"
"Kwale","Kwale","-4.1737","39.4521","Kenya","KE","KEN","Kwale","admin","","1404769042"
"Mirna Peč","Mirna Pec","45.8603","15.0833","Slovenia","SI","SVN","Mirna Peč","admin","","1705096910"
"Isingiro","Isingiro","-0.8686","30.8302","Uganda","UG","UGA","Isingiro","admin","","1800843586"
"Apatin","Apatin","45.6709","18.9843","Serbia","RS","SRB","Apatin","admin","","1688081748"
"Mārupe","Marupe","56.9032","24.0467","Latvia","LV","LVA","Mārupes Novads","admin","","1428162714"
"Novi Pazar","Novi Pazar","43.1375","20.5149","Serbia","RS","SRB","Novi Pazar","admin","","1688435541"
"Kyegegwa","Kyegegwa","0.5022","31.0414","Uganda","UG","UGA","Kyegegwa","admin","","1800719333"
"San Lawrenz","San Lawrenz","36.0556","14.2036","Malta","MT","MLT","San Lawrenz","admin","","1470602161"
"Radeče","Radece","46.0681","15.1839","Slovenia","SI","SVN","Radeče","admin","","1705420341"
"Buhweju","Buhweju","-0.3503","30.3003","Uganda","UG","UGA","Buhweju","admin","","1800414512"
"Kaçanik","Kacanik","42.2319","21.2594","Kosovo","XK","XKS","Kaçanik","admin","","1901200321"
"Debar","Debar","41.5244","20.5242","Macedonia","MK","MKD","Debar","admin","","1807621851"
"Sefwi Wiawso","Sefwi Wiawso","6.2058","-2.4894","Ghana","GH","GHA","","admin","","1288994228"
"Hani i Elezit","Hani i Elezit","42.1500","21.2967","Kosovo","XK","XKS","Hani i Elezit","admin","","1901964789"
"Matlock","Matlock","53.1333","-1.5333","United Kingdom","GB","GBR","Derbyshire","admin","","1826168850"
"Mersch","Mersch","49.7489","6.1061","Luxembourg","LU","LUX","Mersch","admin","","1442283324"
"Bərdə","Barda","40.3758","47.1262","Azerbaijan","AZ","AZE","Bərdə","admin","","1031495701"
"Budva","Budva","42.2864","18.8400","Montenegro","ME","MNE","Budva","admin","","1499564238"
"Ucar","Ucar","40.5121","47.6519","Azerbaijan","AZ","AZE","Ucar","admin","","1031822434"
"Sombor","Sombor","45.7742","19.1151","Serbia","RS","SRB","Sombor","admin","","1688575779"
"Odžaci","Odzaci","45.5076","19.2606","Serbia","RS","SRB","Odžaci","admin","","1688373834"
"Hongseong","Hongseong","36.6009","126.6650","Korea, South","KR","KOR","Chungnam","admin","","1410822139"
"Destrnik","Destrnik","46.5006","15.8750","Slovenia","SI","SVN","Destrnik","admin","","1705579309"
"Strendur","Strendur","62.1096","-6.7617","Faroe Islands","FO","FRO","","admin","","1234814533"
"Tearce","Tearce","42.0767","21.0531","Macedonia","MK","MKD","Tearce","admin","","1807139125"
"Tuzi","Tuzi","42.3656","19.3314","Montenegro","ME","MNE","","admin","","1499325970"
"Sarpsborg","Sarpsborg","59.2833","11.1167","Norway","NO","NOR","Østfold","admin","","1578097769"
"Veržej","Verzej","46.5836","16.1653","Slovenia","SI","SVN","Veržej","admin","","1705529436"
"Zgornja Kungota","Zgornja Kungota","46.6392","15.6156","Slovenia","SI","SVN","Kungota","admin","","1705104301"
"Ćuprija","Cuprija","43.9284","21.3745","Serbia","RS","SRB","Ćuprija","admin","","1688642855"
"Anna Regina","Anna Regina","7.2635","-58.4804","Guyana","GY","GUY","Pomeroon-Supenaam","admin","","1328583468"
"Muan","Muan","34.9897","126.4714","Korea, South","KR","KOR","Jeonnam","admin","","1410001061"
"Jegunovce","Jegunovce","42.0724","21.1237","Macedonia","MK","MKD","Jegunovce","admin","","1807040114"
"Črenšovci","Crensovci","46.5744","16.2906","Slovenia","SI","SVN","Črenšovci","admin","","1705698578"
"Kobarid","Kobarid","46.2481","13.5772","Slovenia","SI","SVN","Kobarid","admin","","1705651680"
"Želino","Zelino","41.9825","21.0624","Macedonia","MK","MKD","Želino","admin","","1807040075"
"Ohrid","Ohrid","41.1172","20.8019","Macedonia","MK","MKD","Ohrid","admin","","1807586875"
"Skenderaj","Skenderaj","42.7467","20.7886","Kosovo","XK","XKS","Skenderaj ","admin","","1901259570"
"Saratamata","Saratamata","-15.2869","167.9906","Vanuatu","VU","VUT","Penama","admin","","1548907051"
"Deçan","Decan","42.5378","20.2911","Kosovo","XK","XKS","Deçan","admin","","1901189818"
"Markovci","Markovci","46.3833","15.9500","Slovenia","SI","SVN","Markovci","admin","","1705493301"
"Rumuruti","Rumuruti","0.2725","36.5381","Kenya","KE","KEN","Laikipia","admin","","1404005234"
"Kathwana","Kathwana","-0.3314","37.8686","Kenya","KE","KEN","Tharaka-Nithi","admin","","1404000105"
"Arilje","Arilje","43.7550","20.0970","Serbia","RS","SRB","Arilje","admin","","1688798017"
"Kovin","Kovin","44.7482","20.9766","Serbia","RS","SRB","Kovin","admin","","1688830508"
"Boljevac","Boljevac","43.8321","21.9609","Serbia","RS","SRB","Boljevac","admin","","1688076013"
"Nkurenkuru","Nkurenkuru","-17.6167","18.6000","Namibia","NA","NAM","Kavango West","admin","","1516271813"
"Podujevë","Podujeve","42.9111","21.1899","Kosovo","XK","XKS","Podujevë","admin","","1901550082"
"Klinë","Kline","42.6217","20.5778","Kosovo","XK","XKS","Klinë","admin","","1901230162"
"Cəlilabad","Calilabad","39.2096","48.4919","Azerbaijan","AZ","AZE","Cəlilabad","admin","","1031242117"
"San José de las Lajas","San Jose de las Lajas","22.9614","-82.1511","Cuba","CU","CUB","Mayabeque","admin","","1192731332"
"Struga","Struga","41.1780","20.6778","Macedonia","MK","MKD","Struga","admin","","1807746682"
"Vipava","Vipava","45.8467","13.9631","Slovenia","SI","SVN","Vipava","admin","","1705864633"
"Ilirska Bistrica","Ilirska Bistrica","45.5697","14.2408","Slovenia","SI","SVN","Ilirska Bistrica","admin","","1705031705"
"Saulkrasti","Saulkrasti","57.2599","24.4189","Latvia","LV","LVA","Saulkrastu Novads","admin","","1428934591"
"Žužemberk","Zuzemberk","45.8339","14.9292","Slovenia","SI","SVN","Žužemberk","admin","","1705027920"
"Ialoveni","Ialoveni","46.9435","28.7823","Moldova","MD","MDA","Ialoveni","admin","","1498897259"
"Phôn-Hông","Phon-Hong","18.4953","102.4153","Laos","LA","LAO","Viangchan","admin","","1418592644"
"Batken","Batken","40.0626","70.8194","Kyrgyzstan","KG","KGZ","Batken","admin","","1417022726"
"Kosjerić","Kosjeric","43.9987","19.9079","Serbia","RS","SRB","Kosjerić","admin","","1688365764"
"Veles","Veles","41.7156","21.7756","Macedonia","MK","MKD","Veles","admin","","1807468155"
"Tvøroyri","Tvoroyri","61.5544","-6.8063","Faroe Islands","FO","FRO","","admin","","1234871801"
"Dobrova","Dobrova","46.0550","14.4172","Slovenia","SI","SVN","Dobrova-Polhov Gradec","admin","","1705653264"
"Perm’","Perm'","58.0174","56.2855","Russia","RU","RUS","Permskiy Kray","admin","","1643294442"
"Amolatar","Amolatar","1.6378","32.8448","Uganda","UG","UGA","Amolatar","admin","","1800458737"
"Čaška","Caska","41.6487","21.6922","Macedonia","MK","MKD","Čaška","admin","","1807720763"
"Lelydorp","Lelydorp","5.7000","-55.2333","Suriname","SR","SUR","Wanica","admin","","1740222585"
"Velike Lašče","Velike Lasce","45.8322","14.6364","Slovenia","SI","SVN","Velike Lašče","admin","","1705618557"
"Puconci","Puconci","46.7067","16.1564","Slovenia","SI","SVN","Puconci","admin","","1705677747"
"Mutsamudu","Mutsamudu","-12.1658","44.3983","Comoros","KM","COM","Anjouan","admin","","1174036583"
"Morant Bay","Morant Bay","17.8814","-76.4093","Jamaica","JM","JAM","Saint Thomas","admin","","1388124588"
"Škocjan","Skocjan","45.9067","15.2914","Slovenia","SI","SVN","Škocjan","admin","","1705940381"
"Şəmkir","Samkir","40.8297","46.0178","Azerbaijan","AZ","AZE","Şəmkir","admin","","1031776445"
"Naftalan","Naftalan","40.5082","46.8203","Azerbaijan","AZ","AZE","Naftalan","admin","","1031441683"
"Kardzhali","Kardzhali","41.6500","25.3667","Bulgaria","BG","BGR","Kardzhali","admin","","1100473094"
"Mukdahan","Mukdahan","16.5453","104.7235","Thailand","TH","THA","Mukdahan","admin","","1764994534"
"Ozurgeti","Ozurgeti","41.9244","42.0068","Georgia","GE","GEO","Guria","admin","","1268276279"
"Bačka Topola","Backa Topola","45.8152","19.6369","Serbia","RS","SRB","Bačka Topola","admin","","1688533352"
"Nong Bua Lamphu","Nong Bua Lamphu","17.2041","102.4407","Thailand","TH","THA","Nong Bua Lamphu","admin","","1764333285"
"Dolenjske Toplice","Dolenjske Toplice","45.7667","15.0667","Slovenia","SI","SVN","Dolenjske Toplice","admin","","1705395845"
"Drochia","Drochia","48.0355","27.8129","Moldova","MD","MDA","Drochia","admin","","1498968635"
"Ćićevac","Cicevac","43.7200","21.4436","Serbia","RS","SRB","Ćićevac","admin","","1688834584"
"Mokronog","Mokronog","45.9342","15.1408","Slovenia","SI","SVN","Mokronog-Trebelno","admin","","1705336506"
"Herceg-Novi","Herceg-Novi","42.4531","18.5375","Montenegro","ME","MNE","Herceg Novi","admin","","1499673791"
"Plandište","Plandiste","45.2292","21.1238","Serbia","RS","SRB","Plandište","admin","","1688176320"
"Rogašovci","Rogasovci","46.8000","16.0333","Slovenia","SI","SVN","Rogašovci","admin","","1705970248"
"Virovitica","Virovitica","45.8319","17.3839","Croatia","HR","HRV","Virovitičko-Podravska Županija","admin","","1191128636"
"Kozina","Kozina","45.6100","13.9356","Slovenia","SI","SVN","Hrpelje-Kozina","admin","","1705465646"
"Cankova","Cankova","46.7208","16.0225","Slovenia","SI","SVN","Cankova","admin","","1705097170"
"Velika Polana","Velika Polana","46.5719","16.3469","Slovenia","SI","SVN","Velika Polana","admin","","1705627212"
"Središče ob Dravi","Sredisce ob Dravi","46.3942","16.2681","Slovenia","SI","SVN","Središče ob Dravi","admin","","1705613407"
"Lamwo","Lamwo","3.5297","32.8016","Uganda","UG","UGA","Lamwo","admin","","1800495740"
"Eenhana","Eenhana","-17.4667","16.3333","Namibia","NA","NAM","Ohangwena","admin","","1516685856"
"Hrazdan","Hrazdan","40.4941","44.7602","Armenia","AM","ARM","Kotayk’","admin","","1051566733"
"Xaçmaz","Xacmaz","41.4643","48.8057","Azerbaijan","AZ","AZE","Xaçmaz","admin","","1031335433"
"Bangolo","Bangolo","7.0123","-7.4864","Côte D’Ivoire","CI","CIV","Montagnes","admin","","1384048438"
"Straşeni","Straseni","47.1422","28.6077","Moldova","MD","MDA","Străşeni","admin","","1498773145"
"Jõhvi","Johvi","59.3592","27.4211","Estonia","EE","EST","Ida-Virumaa","admin","","1233731045"
"Quinhámel","Quinhamel","11.8869","-15.8556","Guinea-Bissau","GW","GNB","Biombo","admin","","1624877378"
"Bogatić","Bogatic","44.8376","19.4807","Serbia","RS","SRB","Bogatić","admin","","1688635508"
"Lipkovo","Lipkovo","42.1564","21.5853","Macedonia","MK","MKD","Lipkovo","admin","","1807754347"
"Balakən","Balakan","41.7263","46.4048","Azerbaijan","AZ","AZE","Balakən","admin","","1031370082"
"Qazax","Qazax","41.0925","45.3656","Azerbaijan","AZ","AZE","Qazax","admin","","1031240282"
"Varvarin","Varvarin","43.7195","21.3712","Serbia","RS","SRB","Varvarin","admin","","1688871979"
"Vidin","Vidin","43.9900","22.8725","Bulgaria","BG","BGR","Vidin","admin","","1100463536"
"Kočani","Kocani","41.9164","22.4128","Macedonia","MK","MKD","Kočani","admin","","1807422302"
"Obleševo","Oblesevo","41.8833","22.3339","Macedonia","MK","MKD","Češinovo-Obleševo","admin","","1807758244"
"Santa Elena","Santa Elena","-2.2262","-80.8587","Ecuador","EC","ECU","Santa Elena","admin","","1218296446"
"Saint Helens","Saint Helens","53.4500","-2.7333","United Kingdom","GB","GBR","St. Helens","admin","","1826775771"
"Ražanj","Razanj","43.6744","21.5492","Serbia","RS","SRB","Ražanj","admin","","1688323517"
"Cēsis","Cesis","57.3091","25.2761","Latvia","LV","LVA","Cēsu Novads","admin","","1428840269"
"San Jose","San Jose","10.1800","125.5683","Philippines","PH","PHL","Dinagat Islands","admin","","1608435522"
"Īlām","Ilam","33.6374","46.4227","Iran","IR","IRN","Īlām","admin","","1364655025"
"Mongar","Mongar","27.2747","91.2396","Bhutan","BT","BTN","Mongar","admin","","1064208677"
"Godāwari̇̄","Godawari","28.8755","80.5776","Nepal","NP","NPL","","admin","","1524020578"
"Anenii Noi","Anenii Noi","46.8784","29.2348","Moldova","MD","MDA","Anenii Noi","admin","","1498650298"
"Blagoevgrad","Blagoevgrad","42.0167","23.1000","Bulgaria","BG","BGR","Blagoevgrad","admin","","1100214416"
"Bartın","Bartin","41.6358","32.3375","Turkey","TR","TUR","Bartın","admin","","1792863603"
"Sabirabad","Sabirabad","40.0087","48.4770","Azerbaijan","AZ","AZE","Sabirabad","admin","","1031302623"
"Mionica","Mionica","44.2524","20.0817","Serbia","RS","SRB","Mionica","admin","","1688862283"
"Kurumul","Kurumul","-5.8550","144.6311","Papua New Guinea","PG","PNG","Jiwaka","admin","","1598000045"
"Junik","Junik","42.4758","20.2772","Kosovo","XK","XKS","Junik","admin","","1901930204"
"Soroca","Soroca","48.1566","28.2849","Moldova","MD","MDA","Soroca","admin","","1498912060"
"Sisak","Sisak","45.4661","16.3783","Croatia","HR","HRV","Sisačko-Moslavačka Županija","admin","","1191526652"
"Aranđelovac","Arandelovac","44.3077","20.5612","Serbia","RS","SRB","Aranđelovac","admin","","1688854200"
"Kula","Kula","45.6109","19.5274","Serbia","RS","SRB","Kula","admin","","1688477275"
"Gabrovo","Gabrovo","42.8747","25.3342","Bulgaria","BG","BGR","Gabrovo","admin","","1100696135"
"Nova Vas","Nova Vas","45.7717","14.5058","Slovenia","SI","SVN","Bloke","admin","","1705701553"
"Apače","Apace","46.6972","15.9106","Slovenia","SI","SVN","Apače","admin","","1705285338"
"Cerkvenjak","Cerkvenjak","46.5706","15.9436","Slovenia","SI","SVN","Cerkvenjak","admin","","1705808302"
"Lukovica pri Domžalah","Lukovica pri Domzalah","46.1667","14.7000","Slovenia","SI","SVN","Lukovica","admin","","1705829201"
"Haa","Haa","27.3685","89.2918","Bhutan","BT","BTN","Haa","admin","","1064717667"
